"code","name","note"
"4623","Nadoknade prokuristima, članovima skupštine društva i dr.","Nadoknade prokuristima, članovima skupštine društva i dr."
"4624","Troškovi usluga vanjske uprave (po računu)","Troškovi usluga vanjske uprave (po računu)"
"4625","Troškovi honorara vanjskim članovima uprave","Troškovi honorara vanjskim članovima uprave"
"4626","Godišnje nagrade članovima uprave","Godišnje nagrade članovima uprave"
"463","Troškovi reprezentacije i promidžbe (interne)","Troškovi reprezentacije i promidžbe (interne)"
"4630","70% troškova reprezentacije u darovima (robi i proizvodima + 70% PDV-a","70% troškova reprezentacije u darovima (robi i proizvodima + 70% PDV-a"
"4631","70% troškova vlastitih usluga za reprezentaciju + 70% PDV-a","70% troškova vlastitih usluga za reprezentaciju + 70% PDV-a"
"4632","70% troškova reprezentacije od uporabe vlastitih brodova, automobila, nekretnina i sl. + 70% PDV-a","70% troškova reprezentacije od uporabe vlastitih brodova, automobila, nekretnina i sl. + 70% PDV-a"
"4633","30% od svih neto-troškova reprezentacije (vlastitih)","30% od svih neto-troškova reprezentacije (vlastitih)"
"4635","Troškovi promidžbe (u katalozima, letcima, nagradne igre)","Troškovi promidžbe (u katalozima, letcima, nagradne igre)"
"4636","Troškovi promidžbe u proizvodima ili robi (""nije za prodaju"" do 80,00 kn )","Troškovi promidžbe u proizvodima ili robi (s oznakom ""nije za prodaju"" s nazivom tvrtke ili proizvoda pojedinačne vrijedn. do 80,00 kn - čaše, pepeljare, stoljnjaci, podmetači, olovke, rokovnici, upaljači, privjesci i sl.)"
"464","Premije osiguranja","Premije osiguranja"
"4640","Troškovi osiguranja dugotrajne materijalne i nematerijalne imovine","Troškovi osiguranja dugotrajne materijalne i nematerijalne imovine"
"4641","Premije osiguranja osoba (opasni poslovi, prenošenje novca, putnici i sl.)","Premije osiguranja osoba (opasni poslovi, prenošenje novca, putnici i sl.)"
"4642","Premije osiguranja prometnih sredstava (uključivo i kasko)","Premije osiguranja prometnih sredstava (uključivo i kasko)"
"4643","Transportno osiguranje dobara","Transportno osiguranje dobara"
"4644","Premije za zdravstveno osiguranje","Premije za zdravstveno osiguranje"
"4645","Troškovi premija životnog osiguranja (ugovaratelj i korisnik je trgovačko društvo)","Troškovi premija životnog osiguranja (ugovaratelj i korisnik je trgovačko društvo)"
"4646","Premije dobrovoljnog mirov. osig. (do 6000kn god. po radniku-čl.10.Zak. o porezu na dohodak -NN80/10)","Premije dobrovoljnog mirov. osig. (do 6.000 kn godišnje po radniku - čl. 10. Zak. o porezu na dohodak - Nar. nov., br. 80/10.)"
"4647","Premije za dokup mirovine zaposlenicima (III. stup) MRS 19 t. 43. i 44.","Premije za dokup mirovine zaposlenicima (III. stup) MRS 19 t. 43. i 44."
"4649","Premije za ostale oblike osiguranja","Premije za ostale oblike osiguranja"
"465","Bankovne usluge i troškovi platnog prometa","Bankovne usluge i troškovi platnog prometa"
"4650","Troškovi platnog prometa","Troškovi platnog prometa"
"4651","Troškovi provizija (pri kupnji deviza, brokeru i dr.)","Troškovi provizija (pri kupnji deviza, brokeru i dr.)"
"4652","Bankovne usluge (za inozemni platni promet, tečajnu maržu i sl.)","Bankovne usluge (za inozemni platni promet, tečajnu maržu i sl.)"
"4653","Troškovi provizija izdavatelja kreditnih kartica","Troškovi provizija izdavatelja kreditnih kartica"
"4654","Troškovi obrade kredita","Troškovi obrade kredita"
"4655","Troškovi akreditiva","Troškovi akreditiva"
"4656","Troškovi bankovne garancije","Troškovi bankovne garancije"
"4657","Ostali bankovni troškovi","Ostali bankovni troškovi"
"466","Članarine, nadoknade i slična davanja","Članarine, nadoknade i slična davanja"
"4660","Članarine komori (HGK ili HOK) i dopr. za javne ovlasti","Članarine komori (HGK ili HOK) i dopr. za javne ovlasti"
"4661","Članarine udrugama i strukovnim komorama","Članarine udrugama i strukovnim komorama"
"4662","Nadoknada za općekorisnu funkciju šuma (0,07%)","Nadoknada za općekorisnu funkciju šuma (0,07%)"
"4663","Članarina turističkoj zajednici","Članarina turističkoj zajednici"
"4664","Nadoknada za korištenje mineralnih sirovina","Nadoknada za korištenje mineralnih sirovina"
"4665","Pričuva za održavanje zgrade (Zakon o vlasništvu - Nar. nov., br. 91/96. do 38/09.)","Pričuva za održavanje zgrade (Zakon o vlasništvu - Nar. nov., br. 91/96. do 38/09.)"
"4666","Dozvole za korištenje autocesta, atesta, certifikata i sl.","Dozvole za korištenje autocesta, atesta, certifikata i sl."
"4667","Članarina za kreditne i potrošačke kartice","Članarina za kreditne i potrošačke kartice"
"4668","Spomenička renta","Spomenička renta"
"4669","Ostala davanja","Ostala davanja"
"467","Porezi koji ne ovise o dobitku i pristojbe","Porezi koji ne ovise o dobitku i pristojbe"
"4670","Porez na tvrtku odnosno naziv","Porez na tvrtku odnosno naziv"
"4671","Porez (imovinski) na cestovna vozila, plovne objekte i zrakoplove","Porez (imovinski) na cestovna vozila, plovne objekte i zrakoplove"
"4672","Porez na reklame koje se ističu na javnim mjestima","Porez na reklame koje se ističu na javnim mjestima"
"4673","Naknade Fondu za ambalažu (prema materijalu, po jed. proizv., povratna i poticajna ambalaža)","Naknade Fondu za ambalažu (prema materijalu, po jed. proizv., povratna i poticajna ambalaža)"
"4674","Porez na kuće za odmor","Porez na kuće za odmor"
"4675","Trošak poreza koji je ugovorno preuzet pri prodaji (npr. 5% p.p.n.)","Trošak poreza koji je ugovorno preuzet pri prodaji (npr. 5% p.p.n.)"
"4676","Trošak PDV-a koji se ne može priznati","Trošak PDV-a koji se ne može priznati"
"46760","Trošak PDV-a iz vlastite potrošnje (ako već nije sadržan u trošku)","Trošak PDV-a iz vlastite potrošnje (ako već nije sadržan u trošku)"
"46761","Trošak PDV-a za koji je prestalo pravo na pretporez","Trošak PDV-a za koji je prestalo pravo na pretporez"
"46762","30% PDV-a na osobne automobile i dr. sredstva osobnog prijevoza","30% PDV-a na osobne automobile i dr. sredstva osobnog prijevoza"
"46763","PDV na osobne automobile i dr. sred. prijevoza na dio n. v. iznad 400.000,00 kn","PDV na osobne automobile i dr. sred. prijevoza na dio n. v. iznad 400.000,00 kn"
"4677","Porez ili carina pri izvozu","Porez ili carina pri izvozu"
"4678","Troškovi naknadno utvrđenih poreza (npr. PDV, posebni i dr. porezi, osim poreza na dobitak)","Troškovi naknadno utvrđenih poreza (npr. PDV, posebni i dr. porezi, osim poreza na dobitak)"
"4679","Ostali porezi i pristojbe","Ostali porezi i pristojbe"
"468","Troškovi prava korištenja (osim najmova)","Troškovi prava korištenja (osim najmova)"
"4680","Troškovi koncesije","Troškovi koncesije"
"4681","Troškovi franšiza, know howa, patenata, uporabe imena, znaka i dr.","Troškovi franšiza, know howa, patenata, uporabe imena, znaka i dr."
"4682","Troškovi prava na proizvodni i sl. postupak","Troškovi prava na proizvodni i sl. postupak"
"4683","Trošak prava na model, nacrt, formulu, plan, iskustvo i sl.","Trošak prava na model, nacrt, formulu, plan, iskustvo i sl."
"4684","Trošak HRT pretplate","Trošak HRT pretplate"
"4685","Troškovi licenciranih prava","Troškovi licenciranih prava"
"4686","Troškovi prava uporabe računalnih programa","Troškovi prava uporabe računalnih programa"
"4689","Ostali troškovi prava korištenja","Ostali troškovi prava korištenja"
"469","Ostali troškovi poslovanja - nematerijalni","Ostali troškovi poslovanja - nematerijalni"
"4690","Troškovi obrazovanja zaposlenika (stručno, seminari, stručni ispiti,prekval., fakulteti, jezici i sl.)","Troškovi obrazovanja i izobrazbe zaposlenika (stručno obrazovanje, seminari, simpoziji, stručni ispiti, stručno usavršavanje, prekvalifikacije, fakulteti, poslijediplomski, doktorati, učenje jezika i sl.)"
"46900","Opće obrazovanje","Opće obrazovanje"
"46901","Posebno obrazovanje","Posebno obrazovanje"
"4691","Troškovi za priručnike, časopise i stručnu literaturu","Troškovi za priručnike, časopise i stručnu literaturu"
"4692","Troškovi službenih glasila","Troškovi službenih glasila"
"4693","Sudski troškovi i pristojbe","Sudski troškovi i pristojbe"
"4694","Troškovi zdravstvenog nadzora i kontrola proizvoda, robe, usluge i sl.","Troškovi zdravstvenog nadzora i kontrola proizvoda, robe, usluge i sl."
"4695","Troškovi obveznih liječničkih pregleda","Troškovi obveznih liječničkih pregleda"
"4696","Troškovi sistematskih kontrolnih liječničkih pregleda zaposlenika","Troškovi sistematskih kontrolnih liječničkih pregleda zaposlenika"
"4697","Troškovi osnivanja (bilježnik, sud, oglasi, odvjetnik)","Troškovi osnivanja (bilježnik, sud, oglasi, odvjetnik)"
"4698","Troškovi licenciranja, certifikata i sl.","Troškovi licenciranja, certifikata i sl."
"4699","Ostali nespomenuti nematerijalni troškovi (ulaznice za sajmove i dr.)","Ostali nespomenuti nematerijalni troškovi (ulaznice za sajmove i dr.)"
"47","FINANCIJSKI RASHODI","FINANCIJSKI RASHODI"
"470","Kamate od povezanih društava","Kamate od povezanih društava"
"4700","Ugovorene kamate","Ugovorene kamate"
"4701","Zatezne kamate (čl. 7., st. 1., t. 9. ZoPD)","Zatezne kamate (čl. 7., st. 1., t. 9. ZoPD)"
"4702","Kamate - porezno nepriznate","Kamate - porezno nepriznate"
"4703","Kamate koje se uračunavaju u zalihe (MRS 23. t.11. i HSFI t. 10.22.)","Kamate koje se uračunavaju u zalihe (MRS 23. t.11. i HSFI t. 10.22.)"
"471","Tečajne razlike iz odnosa s povezanim društvima","Tečajne razlike iz odnosa s povezanim društvima"
"472","Ostali troškovi iz odnosa s povezanim poduzetnicima","Ostali troškovi iz odnosa s povezanim poduzetnicima"
"4720","Rashodi financiranja, troškovi popusta i naknadnih odobrenja s povezanim poduzetnicima","Rashodi financiranja, troškovi popusta i naknadnih odobrenja s povezanim poduzetnicima"
"4721","Troškovi usluga uprave koncerna i sl.","Troškovi usluga uprave koncerna i sl."
"473","Kamate iz odnosa s nepovezanim društvima","Kamate iz odnosa s nepovezanim društvima"
"4730","Kamate na kredite banaka","Kamate na kredite banaka"
"4731","Kamate iz lizing poslova","Kamate iz lizing poslova"
"4732","Kamate na zajmove pravnih osoba","Kamate na zajmove pravnih osoba"
"4733","Kamata na pozajmice članova društva i dioničara","Kamata na pozajmice članova društva i dioničara"
"4734","Kamate na zajmove od fizičkih osoba","Kamate na zajmove od fizičkih osoba"
"4735","Diskontne kamate po mjenicama i dr. vrijednosnim papirima","Diskontne kamate po mjenicama i dr. vrijednosnim papirima"
"474","Zatezne kamate","Zatezne kamate"
"4740","Zatezne kamate iz trgovačkih ugovora","Zatezne kamate iz trgovačkih ugovora"
"4741","Zatezne kamate na poreze, doprinose i dr. davanja","Zatezne kamate na poreze, doprinose i dr. davanja"
"4742","Zatezne kamate između povezanih osoba (por. neprizn.)","Zatezne kamate između povezanih osoba (por. neprizn.)"
"4743","Ostale zatezne kamate","Ostale zatezne kamate"
"475","Tečajne razlike iz odnosa s nepovezanim društvima","Tečajne razlike iz odnosa s nepovezanim društvima"
"4750","Negativne tečajne razlike iz obveza za nabave u inozemstvu","Negativne tečajne razlike iz obveza za nabave u inozemstvu"
"4751","Negativne tečajne razlike iz kreditnih obveza","Negativne tečajne razlike iz kreditnih obveza"
"4752","Negativne tečajne razlike iz potraživanja u inozemstvu","Negativne tečajne razlike iz potraživanja u inozemstvu"
"4753","Negativne teč. razlike za ostalo (npr. iz blagajničkog, razlika kupovnog i srednjeg tečaja banke i dr.)","Negativne tečajne razlike za ostalo (npr. iz blagajničkog poslovanja, razlika između kupovnog i srednjeg tečaja banke i dr.)"
"4754","Negativne tečajne razlike nastale na stanjima deviznog računa i devizne blagajne","Negativne tečajne razlike nastale na stanjima deviznog računa i devizne blagajne"
"476","Gubitci iz ulaganja u dionice, udjele i dr. vrij. papire (prodane ispod troška nabave - čl. 10. ZoPD","Gubitci iz ulaganja u dionice, udjele, obveznice i dr. vrijednosne papire (koji su prodani ispod troška nabave - čl. 10. ZoPD"
"477","Troškovi diskonta i nagodbi","Troškovi diskonta i nagodbi"
"4770","Troškovi diskonta pri prodaji potraživanja (faktoring)","Troškovi diskonta pri prodaji potraživanja (faktoring)"
"4771","Troškovi iz financijskih nagodbi","Troškovi iz financijskih nagodbi"
"4772","Ostali troškovi","Ostali troškovi"
"478","Nerealizirani gubitci (rashodi) od financ. imovine","Nerealizirani gubitci (rashodi) od financ. imovine"
"4780","Gubitci od smanjenja – vrijed. usklađenja fin. imovine za trgovanje (MRS 39. t. 55a. i HSFI t. 9.22b)","Gubitci od smanjenja - vrijednosnog usklađenja fin. imovine za trgovanje (MRS 39. t. 55a. i HSFI t. 9.22b)"
"4781","Troškovi smanjenja fin. imovine zbog ugovora o poteškoćama (HSFI t. 9.22a i MRS 39. t. 55b.)","Troškovi smanjenja fin. imovine zbog ugovora o poteškoćama (HSFI t. 9.22a i MRS 39. t. 55b.)"
"4782","Gubitci od smanjenja vrijednosti ostale financ. imov.","Gubitci od smanjenja vrijednosti ostale financ. imov."
"479","Ostali financijski troškovi","Ostali financijski troškovi"
"4790","Rashodi s osnove valutne klauzule po obvezama i kreditima","Rashodi s osnove valutne klauzule po obvezama i kreditima"
"4791","Rashodi s osnove usklađenja obveza zbog valutne i sl. klauzule (dobavljači, za predujmove i sl.)","Rashodi s osnove usklađenja obveza temeljem valutne i sl. klauzule (prema dobavljačima, za predujmove i sl.)"
"4792","Troškovi valutne klauzule iz tražbina ili obveza","Troškovi valutne klauzule iz tražbina ili obveza"
"4793","Troškovi burzovnih usluga, emisije vrijednosnih papira i sl.","Troškovi burzovnih usluga, emisije vrijednosnih papira i sl."
"4794","Troškovi carine inozemnog financijskog i operativnog lizinga","Troškovi carine inozemnog financijskog i operativnog lizinga"
"4799","Ostali nespomenuti financijski troškovi","Ostali nespomenuti financijski troškovi"
"48","OSTALI POSLOVNI RASHODI","OSTALI POSLOVNI RASHODI"
"480","Trošak naknadnih popusta, sniženja, reklamacija i troškovi uzoraka","Trošak naknadnih popusta, sniženja, reklamacija i troškovi uzoraka"
"4800","Naknadno odobreni popusti i odobrenja","Naknadno odobreni popusti i odobrenja"
"4801","Troškovi nagodbe (razlike iz sniženja)","Troškovi nagodbe (razlike iz sniženja)"
"4802","Troškovi nenadoknađenih jamstava za prodana dobra","Troškovi nenadoknađenih jamstava za prodana dobra"
"4803","Troškovi naknadnih reklamacija","Troškovi naknadnih reklamacija"
"4804","Troškovi uzoraka zbog kontrole i pregleda, izlaganje radi prodaje i sl.","Troškovi uzoraka zbog kontrole i pregleda, izlaganje radi prodaje i sl."
"481","Otpisi vrijednosno neusklađenih potraživanja","Otpisi vrijednosno neusklađenih potraživanja"
"4810","Otpisi nenaplaćenih jamstava i drugih osiguranja","Otpisi nenaplaćenih jamstava i drugih osiguranja"
"4811","Izravni otpisi nenaplaćenih potraživanja od kupaca i drugih koja nisu vrijednosno usklađena","Izravni otpisi nenaplaćenih potraživanja od kupaca i drugih koja nisu vrijednosno usklađena"
"4812","Troškovi ostalih otpisa","Troškovi ostalih otpisa"
"482","Rashodi - otpisi nematerijalne i materijalne imovine","Rashodi - otpisi nematerijalne i materijalne imovine"
"4820","Neamortizirana vrijednost rashodovane, uništene ili otuđene dugotrajne imovine","Neamortizirana vrijednost rashodovane, uništene ili otuđene dugotrajne imovine"
"4821","Otpisi imovine izvan uporabe - rashod","Otpisi imovine izvan uporabe - rashod"
"4822","Gubitak od prodane dug. imov. koja se ne amortizira","Gubitak od prodane dug. imov. koja se ne amortizira"
"4823","Gubitak od prodaje ost. dug. mat. i nemat. imovine","Gubitak od prodaje ost. dug. mat. i nemat. imovine"
"4824","Otpisi materijala i robe - rashod","Otpisi materijala i robe - rashod"
"483","Manjkovi i provalne krađe na zalihama i drugim sredstvima","Manjkovi i provalne krađe na zalihama i drugim sredstvima"
"4830","Manjkovi uslijed više sile (provalna krađa, elementarna nepogoda)","Manjkovi uslijed više sile (provalna krađa, elementarna nepogoda)"
"4831","Dopušteni manjkovi - kalo, rastep, kvar i lom na zalihama prema odlukama HGK, HOK ili internim aktima","Dopušteni manjkovi - kalo, rastep, kvar i lom na zalihama prema odlukama HGK, HOK ili internim aktima"
